nome,quantidade,responsavel,horario
Abraçadeira Aço SAE 1045,206,Cristiane,16:36
Retentor Cortiça,2474,Gustavo,16:50
Correia Borracha neoprene,2758,Evandro,16:55
Polia Grafite,7429,Fernanda,10:46
Terminal Delrin,5018,Vanessa,11:10
Correia Cobre,6472,Adriana,11:31
Retentor Borracha EPDM,3569,Adriana,13:22
Anel Manganês,8565,Renata,14:22
Porca Tungstênio,640,Vinícius,14:29
Polia Ferro fundido nodular,3058,Rodrigo,13:12
Polia Aço H13,7642,Vanessa,16:40
Mola Aço H13,3470,Renata,13:49
Eixo Vulcanite,907,Evandro,07:26
Mola Borracha neoprene,5775,Evandro,11:17
Eixo Titânio,2078,Simone,13:56
Bucha Aço SAE 1045,4033,Marcelo,14:59
Terminal Borracha natural,5152,Larissa,11:02
Abraçadeira Molibdênio,5416,Larissa,11:28
Conector Borracha natural,6830,Douglas,16:57
Parafuso Cobre,7432,Henrique,09:54
Junta Cromo,159,Marcelo,12:03
Arruela Cortiça,1335,Douglas,08:06
Eixo PEEK,9938,Leandro,09:55
Correia Aço temperado,8535,Tatiane,07:55
Conector Manganês,8446,Tatiane,11:34
Anel Teflon,1144,Isabela,15:49
Mangueira Zinco,4950,Fábio,12:18
Porca PEEK,7317,Douglas,12:36
Abraçadeira Manganês,6784,Tatiane,14:34
Rolamento Policarbonato,5925,Cristiane,18:30
Rolamento Níquel,8564,Vanessa,12:28
Suporte Alumínio anodizado,4374,Fábio,12:04
Retentor Vulcanite,3722,Vinícius,11:08
Retentor Aço SAE 1045,8934,Fábio,13:12
Terminal ABS,2803,Evandro,09:21
Pino Alumínio anodizado,2596,Tatiane,07:05
Abraçadeira Policarbonato,9654,Henrique,18:42
Pino PVC rígido,9313,Renata,13:49
Mangueira Fibra de carbono,9741,Douglas,12:55
Bucha Zinco,2720,Isabela,18:37
Conector Ferro fundido nodular,2932,Gustavo,12:39
Abraçadeira Aço temperado,3230,Vinícius,15:15
Junta PVC rígido,3582,Tatiane,18:32
Rolamento Latão,3729,Thiago,09:55
Arruela Cromo,3214,Henrique,13:30
Anel Poliamida,4228,Cristiane,17:02
Porca ABS,2160,Fábio,07:52
Terminal Aço SAE 1045,9278,Renata,16:48
Eixo Aço temperado,4424,Marcelo,13:01
Porca PVC rígido,8724,Evandro,13:41
Filtro Aço zincado,3947,Priscila,14:00
Mola Titânio,6578,Tatiane,08:00
Anel Alumínio anodizado,7795,Larissa,12:29
Conector ABS,2548,Renata,08:40
Pino Delrin,6683,Larissa,07:23
Rolamento Aço carbono,8304,Larissa,18:06
Conector Borracha EPDM,9175,Renata,10:20
Correia Cerâmica técnica,6128,Larissa,11:10
Correia Acrílico,8946,Priscila,14:27
Rolamento Zinco,4261,Isabela,13:16
Rolamento Acrílico,1894,Rodrigo,17:49
Mangueira Grafite,6158,Cristiane,16:08
Porca Aço inox 316,257,Tatiane,10:06
Junta Manganês,1969,Evandro,13:30
Mola Teflon,9032,Renata,10:48
Conector Policarbonato,9652,Gustavo,18:26
Parafuso ABS,108,Leandro,18:49
Abraçadeira Alumínio anodizado,4423,Evandro,15:07
Suporte Teflon,4318,Isabela,14:16
Terminal Polietileno,3091,Adriana,16:54
Conector Delrin,3880,Marcelo,10:29
Anel Zinco,3016,Simone,07:48
Conector Cortiça,9832,Adriana,12:07
Eixo Alumínio anodizado,5659,Adriana,12:56
Anel Aço H13,7341,Rodrigo,07:47
Polia Nylon,359,Vanessa,13:37
Eixo PTFE,5484,Adriana,16:06
Parafuso Ferro fundido cinzento,9906,Simone,12:01
Parafuso Teflon,352,Marcelo,09:34
Bucha Cromo,7138,Leandro,07:53
Pino Cerâmica técnica,3174,Douglas,17:21
Parafuso Borracha natural,8122,Marcelo,17:02
Mola Magnésio,7574,Cristiane,17:51
Junta Aço SAE 1045,4810,Priscila,12:53
Correia Ferro fundido cinzento,5437,Fábio,11:39
Junta Aço inox 316,3581,Vanessa,16:46
Engrenagem Manganês,2726,Rodrigo,09:53
Eixo Nylon,673,Henrique,12:26
Anel Níquel,737,Henrique,16:12
Parafuso Aço carbono,4448,Isabela,12:16
Rolamento Molibdênio,2363,Evandro,07:54
Suporte Aço zincado,4367,Douglas,18:30
Anel PEEK,5584,Isabela,15:03
Rolamento Manganês,9647,Isabela,07:28
Anel Polietileno,80,Isabela,17:45
Conector Borracha silicone,2931,Vinícius,13:42
Arruela Alumínio,3493,Evandro,11:39
Arruela Aço SAE 1045,3204,Isabela,17:12
Polia Borracha nitrílica,4092,Simone,13:41
Bucha Alumínio,1242,Thiago,16:27
Junta Fibra de carbono,8487,Rodrigo,07:51
Retentor Cerâmica técnica,7498,Gustavo,15:01
Anel Polipropileno,5488,Priscila,15:17
Mangueira Cerâmica técnica,9522,Henrique,13:00
Terminal Fibra de vidro,599,Fábio,16:45
Anel Aço temperado,5250,Evandro,11:57
Filtro Polietileno,3460,Rodrigo,18:55
Engrenagem Alumínio anodizado,7757,Henrique,11:21
Engrenagem Aço zincado,5961,Cristiane,07:03
Mangueira Molibdênio,2587,Rodrigo,16:14
Bucha Titânio,5232,Evandro,16:00
Pino Bronze,7621,Fábio,14:23
Pino Ferro fundido cinzento,9292,Douglas,07:04
Porca Cortiça,8032,Isabela,13:46
Engrenagem Tungstênio,1762,Isabela,16:33
Polia Níquel,5567,Simone,10:25
Eixo Níquel,1431,Marcelo,12:48
Bucha Cerâmica técnica,3665,Larissa,15:56
Eixo Borracha nitrílica,857,Leandro,11:37
Engrenagem PEEK,9380,Vanessa,10:31
Junta Níquel,7142,Tatiane,15:55
Eixo Cobalto,287,Rodrigo,14:49
Suporte Cobalto,900,Thiago,13:13
Engrenagem Nylon,3929,Henrique,07:57
Abraçadeira Cortiça,639,Fernanda,15:57
Anel Aço galvanizado,725,Fernanda,17:42
Porca Nylon,6113,Fábio,17:27
Retentor Grafite,5895,Vanessa,15:59
Mangueira Polietileno,766,Evandro,09:17
Parafuso PVC rígido,2759,Renata,12:11
Polia PEEK,4658,Vanessa,07:10
Polia Cobalto,8941,Cristiane,13:02
Arruela Polipropileno,9173,Thiago,15:03
Retentor Níquel,4175,Fábio,10:23
Pino Nylon,8868,Priscila,11:50
Rolamento Borracha nitrílica,7251,Douglas,15:27
Polia Fibra de vidro,8576,Larissa,09:04
Eixo Teflon,173,Evandro,11:31
Parafuso Fibra de vidro,3278,Henrique,11:42
Junta Zinco,5574,Gustavo,08:41
Retentor Magnésio,4122,Vinícius,15:20
Junta Borracha neoprene,7484,Leandro,16:57
Engrenagem Latão,2851,Isabela,18:30
Engrenagem Polipropileno,3672,Fernanda,08:50
Eixo Poliamida,5632,Priscila,09:29
Anel Cerâmica técnica,8538,Simone,07:46
Suporte Molibdênio,7015,Cristiane,10:22
Mola Borracha EPDM,8923,Tatiane,13:03
Bucha Molibdênio,4546,Gustavo,08:12
Mangueira Aço SAE 1020,1222,Douglas,15:59
Mola Manganês,7126,Tatiane,08:18
Terminal Latão,1915,Douglas,11:08
Correia Fibra de carbono,2550,Vinícius,15:24
Arruela Zamak,2925,Gustavo,14:05
Rolamento Borracha silicone,4246,Douglas,15:11
Terminal Poliamida,8815,Rodrigo,11:02
Terminal PVC rígido,2325,Fernanda,16:02
Arruela Policarbonato,7814,Henrique,12:44
Junta Teflon,2037,Priscila,09:31
Pino Aço inox 316,1678,Henrique,13:28
Mangueira Titânio,2121,Thiago,11:22
Rolamento Cortiça,6238,Cristiane,16:36
Rolamento Tungstênio,2413,Gustavo,11:16
Retentor Alumínio,3245,Renata,09:11
Mangueira PTFE,5823,Cristiane,12:07
Mola Cortiça,8209,Priscila,17:47
Abraçadeira Vulcanite,7530,Evandro,15:51
Retentor Poliamida,8544,Priscila,12:01
Mangueira PEEK,9855,Rodrigo,13:45
Mangueira Cobre,3969,Douglas,07:06
Rolamento Titânio,3572,Vinícius,07:58
Abraçadeira Níquel,6931,Simone,10:47
Conector Poliamida,3182,Adriana,07:04
Arruela Aço SAE 1020,4403,Henrique,07:20
Arruela Cobre,9881,Larissa,08:25
Mola Aço SAE 1020,6311,Henrique,10:41
Mola Aço carbono,5541,Adriana,16:04
Polia Aço inox 316,7799,Larissa,18:01
Engrenagem Vulcanite,9570,Tatiane,09:56
Eixo Cortiça,2555,Vanessa,12:02
Rolamento Vulcanite,7886,Simone,17:30
Pino Poliamida,3471,Vanessa,17:51
Abraçadeira Delrin,5058,Adriana,13:16
Terminal Ferro fundido nodular,6025,Vinícius,12:22
Engrenagem Teflon,1269,Simone,16:42
Anel Aço SAE 1045,7202,Douglas,14:34
Porca Alumínio anodizado,8460,Gustavo,16:42
Terminal Cortiça,2606,Fábio,14:55
Parafuso Grafite,3429,Leandro,08:27
Retentor Borracha natural,6388,Vinícius,16:07
Junta Poliamida,920,Tatiane,17:13
Polia Manganês,7167,Vinícius,18:55
Filtro Vulcanite,2503,Cristiane,18:35
Bucha Aço H13,6430,Marcelo,17:13
Filtro Manganês,8127,Vanessa,18:11
Arruela Alumínio anodizado,3853,Isabela,11:08
Retentor Aço carbono,3350,Thiago,10:37
Anel Cortiça,3832,Vanessa,10:33
Retentor Latão,512,Adriana,12:32
Mangueira Níquel,5382,Henrique,17:10
Mola Cerâmica técnica,1738,Henrique,18:58
Rolamento Aço inox 316,9295,Simone,11:06
Conector Ferro fundido cinzento,3163,Cristiane,14:28
Eixo Zamak,3499,Simone,12:59
Anel Borracha neoprene,8985,Vanessa,11:48
Mola Molibdênio,6032,Adriana,08:43
Anel Molibdênio,9113,Larissa,19:00
Polia PVC rígido,882,Simone,13:15
Suporte Ferro fundido cinzento,1156,Marcelo,18:49
Filtro Aço SAE 1045,7265,Tatiane,08:11
Abraçadeira Cobalto,9565,Fábio,15:01
Mangueira Borracha EPDM,7249,Rodrigo,17:15
Parafuso Cerâmica técnica,1021,Fábio,11:17
Abraçadeira Poliamida,1539,Cristiane,17:27
Filtro Aço inox 316,1531,Vinícius,08:55
Correia Polietileno,1684,Henrique,07:18
Retentor Aço D2,2715,Evandro,12:06
Arruela Aço inox 316,8985,Isabela,09:50
Bucha Aço galvanizado,2040,Vinícius,16:50
Polia Aço carbono,6750,Leandro,15:27
Bucha Aço D2,5718,Rodrigo,15:29
Suporte Aço SAE 1020,5493,Simone,15:55
Terminal Teflon,7841,Rodrigo,08:03
Polia Policarbonato,2517,Simone,15:55
Parafuso Delrin,4593,Fábio,13:10
Filtro Policarbonato,9700,Simone,12:06
Rolamento Aço H13,8959,Renata,12:21
Rolamento Aço zincado,9547,Gustavo,08:08
Conector Grafite,5221,Leandro,18:25
Parafuso PTFE,9625,Tatiane,12:15
Porca Delrin,8834,Fábio,09:43
Suporte Delrin,6399,Evandro,07:39
Arruela Aço temperado,4659,Thiago,18:46
Arruela Tungstênio,5663,Cristiane,16:57
Porca Latão,6931,Priscila,10:48
Junta Borracha nitrílica,6476,Vanessa,08:52
Rolamento Cromo,9549,Larissa,11:16
Conector Cobalto,930,Fernanda,18:16
Suporte Policarbonato,8221,Larissa,17:45
Pino Teflon,4970,Priscila,12:17
Parafuso Manganês,8653,Marcelo,17:33
Eixo Cobre,515,Douglas,15:32
Rolamento PTFE,3897,Larissa,15:19
Arruela PVC rígido,4760,Adriana,11:56
Suporte Cromo,7060,Rodrigo,09:33
Suporte Alumínio,5888,Larissa,16:50
Rolamento Aço galvanizado,9333,Priscila,08:56
Terminal Zamak,2970,Renata,16:27
Eixo Tungstênio,1699,Marcelo,16:50
Correia Fibra de vidro,6136,Marcelo,07:36
Mangueira Ferro fundido cinzento,6755,Vanessa,15:53
Pino Aço H13,1200,Evandro,13:23
Rolamento Fibra de vidro,8078,Evandro,17:27
Terminal Zinco,1952,Marcelo,13:21
Terminal Nylon,5205,Douglas,07:06
Bucha Cobalto,1180,Priscila,13:45
Eixo Bronze,2197,Douglas,07:16
Mangueira Bronze,439,Gustavo,14:09
Anel ABS,8551,Tatiane,07:40
Mola Alumínio anodizado,5752,Fábio,10:19
Conector Cobre,3357,Vanessa,07:08
Junta Cobalto,601,Leandro,12:04
Eixo Aço carbono,4553,Fernanda,08:30
Mola PEEK,8891,Fábio,15:53
Mola Ferro fundido cinzento,4573,Douglas,16:56
Porca Aço H13,3847,Rodrigo,13:23
Retentor Polietileno,9156,Vanessa,17:06
Pino Cobalto,9974,Marcelo,17:40
Filtro Acrílico,8105,Tatiane,13:10
Conector Aço SAE 1045,1548,Adriana,07:07
Filtro Aço galvanizado,8432,Adriana,07:02
Retentor Fibra de vidro,6312,Adriana,12:40
Engrenagem Cortiça,3624,Douglas,08:38
Correia PVC rígido,5328,Cristiane,09:21
Porca Aço SAE 1045,605,Gustavo,14:23
Parafuso Aço D2,3959,Simone,09:21
Eixo Cromo,7524,Cristiane,14:28
Anel Vulcanite,9221,Leandro,08:48
Terminal Borracha EPDM,395,Rodrigo,13:28
Rolamento Ferro fundido nodular,6191,Gustavo,12:58
Polia Titânio,9302,Fábio,18:46
Suporte Níquel,4136,Adriana,07:11
Anel Ferro fundido nodular,9653,Douglas,16:10
Engrenagem Polietileno,6889,Simone,14:01
Engrenagem Cromo,536,Leandro,09:46
Suporte Aço inox 316,2919,Leandro,16:59
Filtro Fibra de vidro,4328,Thiago,10:35
Eixo Acrílico,6838,Evandro,07:30
Suporte Cortiça,5466,Fábio,07:53
Arruela Cobalto,5646,Thiago,17:42
Terminal Policarbonato,1250,Simone,18:41
Engrenagem ABS,774,Gustavo,09:56
Anel Cromo,2288,Marcelo,15:49
Filtro Grafite,5534,Larissa,08:34
Filtro Borracha silicone,5428,Fábio,10:01
Junta Aço inox 304,3590,Marcelo,07:49
Retentor PEEK,7968,Leandro,14:35
Rolamento Magnésio,4589,Thiago,13:06
Suporte Vulcanite,1482,Fernanda,11:46
Eixo Aço D2,2552,Marcelo,14:14
Suporte Aço D2,5225,Fernanda,11:05
Pino Aço zincado,9500,Isabela,11:33
Pino Molibdênio,3833,Gustavo,10:00
Polia Borracha EPDM,2573,Adriana,16:44
Filtro Alumínio anodizado,2679,Thiago,14:28
Arruela Borracha natural,533,Priscila,10:53
Engrenagem Titânio,6131,Cristiane,17:33
Pino Níquel,5605,Gustavo,10:31
Abraçadeira Borracha silicone,5360,Adriana,09:01
Terminal Titânio,4102,Rodrigo,09:30
Mangueira PVC rígido,1362,Evandro,14:07
Mola PTFE,5305,Simone,12:57
Polia Borracha natural,1779,Renata,15:09
Correia Borracha silicone,2745,Tatiane,17:16
Retentor Aço SAE 1020,3799,Henrique,11:41
Mangueira Alumínio anodizado,6797,Fábio,09:16
Filtro Aço H13,4007,Henrique,16:16
Eixo Fibra de vidro,8911,Douglas,08:59
Parafuso Molibdênio,8212,Evandro,07:43
Mola Aço SAE 1045,2821,Vanessa,15:52
Eixo Borracha neoprene,4396,Vanessa,08:47
Filtro Molibdênio,6759,Rodrigo,15:19
Polia Aço D2,3529,Rodrigo,17:46
Polia Cobre,6268,Larissa,09:32
Porca Níquel,4215,Leandro,09:51
Filtro Borracha neoprene,787,Tatiane,12:42
Parafuso Borracha nitrílica,1510,Henrique,07:26
Abraçadeira Aço zincado,174,Fábio,17:19
Suporte Borracha natural,7994,Tatiane,12:58
Eixo Aço galvanizado,244,Gustavo,13:29
Polia Cromo,4679,Simone,12:23
Parafuso Níquel,2486,Renata,08:49
Retentor Molibdênio,2555,Vanessa,16:22
Eixo Delrin,1495,Larissa,17:40
Conector Cerâmica técnica,4064,Leandro,08:27
Abraçadeira Aço SAE 1020,4030,Marcelo,12:33
Abraçadeira Teflon,2567,Marcelo,15:50
Porca Fibra de carbono,9183,Tatiane,09:07
Bucha Níquel,609,Simone,11:03
Junta Molibdênio,6144,Rodrigo,07:58
Bucha Borracha EPDM,9140,Evandro,17:42
Engrenagem Delrin,8435,Priscila,07:17
Arruela Grafite,7091,Isabela,13:37
Retentor Policarbonato,5909,Thiago,16:21
Polia Magnésio,1967,Tatiane,12:09
Eixo Borracha natural,9406,Vanessa,13:52
Junta Alumínio,968,Leandro,13:46
Terminal PEEK,8177,Priscila,10:37
Terminal Cobalto,3372,Fernanda,15:11
Junta Cobre,2378,Fábio,15:56
Junta Vulcanite,3505,Gustavo,16:43
Terminal Aço zincado,6336,Cristiane,12:29
Bucha Grafite,78,Fernanda,18:00
Porca Aço temperado,5084,Thiago,14:43
Porca Borracha EPDM,7936,Evandro,09:48
Mola Aço inox 304,3401,Isabela,10:22
Retentor Aço temperado,7177,Isabela,09:50
Parafuso Borracha neoprene,2081,Renata,13:59
Parafuso Aço H13,6709,Henrique,08:25
Junta Cerâmica técnica,1333,Cristiane,16:52
Filtro PEEK,2415,Larissa,16:00
Terminal Borracha neoprene,278,Isabela,16:39
Retentor Zinco,1832,Simone,10:44
Correia PEEK,9335,Rodrigo,18:26
Retentor Tungstênio,2953,Vanessa,14:09
Polia Bronze,6655,Henrique,17:05
Retentor Titânio,6576,Larissa,15:31
Bucha Fibra de vidro,5426,Leandro,11:00
Abraçadeira Cerâmica técnica,9574,Vinícius,12:30
Bucha Delrin,9893,Thiago,08:34
Filtro Aço D2,3560,Fábio,16:36
Bucha Aço carbono,859,Priscila,17:37
Mola Alumínio,4564,Thiago,16:15
Conector PTFE,431,Gustavo,08:04
Engrenagem Aço inox 316,3158,Priscila,15:31
Rolamento Aço temperado,9848,Henrique,11:04
Abraçadeira Borracha EPDM,4989,Priscila,08:58
Pino Borracha EPDM,3186,Evandro,10:23
Mangueira Borracha nitrílica,6950,Vinícius,12:27
Filtro Delrin,6570,Priscila,11:40
Anel Titânio,7484,Cristiane,09:58
Bucha Cortiça,461,Larissa,13:04
Terminal Bronze,4673,Henrique,18:40
Correia Aço inox 304,1109,Priscila,14:58
Anel Borracha silicone,1160,Leandro,08:28
Rolamento Teflon,336,Fábio,14:23
Retentor Bronze,6486,Fernanda,13:40
Abraçadeira Ferro fundido nodular,6583,Evandro,18:28
Porca Cobalto,5724,Renata,15:52
Correia Magnésio,575,Fábio,09:01
Polia Aço SAE 1045,1461,Fábio,14:18
Arruela Titânio,5865,Henrique,16:43
Abraçadeira Borracha natural,667,Thiago,13:20
Correia Borracha natural,1543,Henrique,15:59
Polia PTFE,5826,Marcelo,11:05
Parafuso Latão,2404,Thiago,12:46
