nome,quantidade,responsavel,horario
Notebook,46,Ana,21:24:07
Luminária,45,Bruno,21:25:07
Luminária,14,Daniela,21:26:07
Webcam,5,Carlos,21:27:07
Teclado,50,Daniela,21:28:07
Teclado,50,Bruno,21:29:07
Fone,17,Carlos,21:30:07
Cadeira,27,Fernanda,21:31:07
Monitor,3,Eduardo,21:32:07
Webcam,26,Gabriel,21:33:07
Teclado,47,Daniela,21:34:07
Monitor,44,Daniela,21:35:07
Cadeira,9,Bruno,21:36:07
Fone,39,Carlos,21:37:07
Teclado,4,Carlos,21:38:07
Notebook,8,Bruno,21:39:07
Teclado,6,Helena,21:40:07
Webcam,31,Daniela,21:41:07
Fone,37,Ana,21:42:07
Notebook,19,Carlos,21:43:07
Teclado,43,Helena,21:44:07
Notebook,8,Eduardo,21:45:07
Luminária,17,Helena,21:46:07
Notebook,8,Gabriel,21:47:07
Fone,25,Daniela,21:48:07
Luminária,2,Bruno,21:49:07
Notebook,12,Eduardo,21:50:07
Webcam,24,Ana,21:51:07
Fone,24,Carlos,21:52:07
Luminária,27,Daniela,21:53:07
Cadeira,43,Bruno,21:54:07
Teclado,29,Daniela,21:55:07
Webcam,18,Eduardo,21:56:07
Webcam,36,Eduardo,21:57:07
Fone,15,Ana,21:58:07
Mouse,7,Helena,21:59:07
Notebook,4,Eduardo,22:00:07
Teclado,36,Eduardo,22:01:07
Teclado,25,Carlos,22:02:07
Cadeira,43,Ana,22:03:07
Fone,15,Eduardo,22:04:07
Fone,25,Ana,22:05:07
Teclado,45,Daniela,22:06:07
Webcam,10,Fernanda,22:07:07
Webcam,22,Eduardo,22:08:07
Teclado,24,Daniela,22:09:07
Monitor,19,Gabriel,22:10:07
Monitor,10,Ana,22:11:07
Mouse,32,Gabriel,22:12:07
Notebook,46,Daniela,22:13:07
Cadeira,40,Carlos,22:14:07
Webcam,10,Eduardo,22:15:07
Teclado,2,Gabriel,22:16:07
Fone,10,Bruno,22:17:07
Teclado,38,Carlos,22:18:07
Notebook,14,Ana,22:19:07
Teclado,12,Bruno,22:20:07
Notebook,35,Gabriel,22:21:07
Luminária,40,Helena,22:22:07
Teclado,37,Gabriel,22:23:07
Cadeira,36,Gabriel,22:24:07
Notebook,14,Gabriel,22:25:07
Mouse,9,Gabriel,22:26:07
Notebook,6,Bruno,22:27:07
Mouse,22,Fernanda,22:28:07
Notebook,13,Ana,22:29:07
Luminária,40,Gabriel,22:30:07
Fone,6,Bruno,22:31:07
Webcam,30,Bruno,22:32:07
Cadeira,40,Bruno,22:33:07
Fone,32,Gabriel,22:34:07
Cadeira,22,Gabriel,22:35:07
Luminária,15,Gabriel,22:36:07
Cadeira,9,Bruno,22:37:07
Monitor,22,Daniela,22:38:07
Cadeira,50,Eduardo,22:39:07
Luminária,45,Daniela,22:40:07
Notebook,48,Eduardo,22:41:07
Teclado,44,Helena,22:42:07
Teclado,20,Daniela,22:43:07
Mouse,17,Fernanda,22:44:07
Webcam,37,Fernanda,22:45:07
Fone,18,Fernanda,22:46:07
Webcam,32,Eduardo,22:47:07
Cadeira,37,Daniela,22:48:07
Teclado,29,Daniela,22:49:07
Monitor,40,Daniela,22:50:07
Monitor,33,Carlos,22:51:07
Webcam,29,Bruno,22:52:07
Cadeira,34,Carlos,22:53:07
Webcam,27,Fernanda,22:54:07
Cadeira,49,Gabriel,22:55:07
Webcam,27,Bruno,22:56:07
Fone,5,Daniela,22:57:07
Teclado,43,Carlos,22:58:07
Monitor,8,Fernanda,22:59:07
Luminária,27,Daniela,23:00:07
Cadeira,11,Fernanda,23:01:07
Fone,5,Bruno,23:02:07
Notebook,12,Helena,23:03:07
Luminária,37,Bruno,23:04:07
Webcam,47,Daniela,23:05:07
Luminária,25,Gabriel,23:06:07
Fone,39,Gabriel,23:07:07
Notebook,1,Bruno,23:08:07
Webcam,43,Carlos,23:09:07
Cadeira,1,Carlos,23:10:07
Luminária,47,Helena,23:11:07
Luminária,27,Fernanda,23:12:07
Teclado,25,Ana,23:13:07
Teclado,37,Ana,23:14:07
Fone,39,Gabriel,23:15:07
Fone,28,Helena,23:16:07
Webcam,24,Carlos,23:17:07
Monitor,15,Carlos,23:18:07
Mouse,18,Helena,23:19:07
Cadeira,23,Daniela,23:20:07
Mouse,7,Eduardo,23:21:07
Webcam,7,Daniela,23:22:07
Webcam,25,Carlos,23:23:07
Webcam,34,Daniela,23:24:07
Mouse,1,Eduardo,23:25:07
Luminária,46,Gabriel,23:26:07
Cadeira,45,Eduardo,23:27:07
Mouse,45,Bruno,23:28:07
Luminária,12,Bruno,23:29:07
Monitor,14,Bruno,23:30:07
Luminária,38,Daniela,23:31:07
Monitor,25,Bruno,23:32:07
Monitor,35,Bruno,23:33:07
Mouse,16,Carlos,23:34:07
Cadeira,10,Carlos,23:35:07
Cadeira,15,Carlos,23:36:07
Webcam,24,Gabriel,23:37:07
Cadeira,26,Fernanda,23:38:07
Webcam,26,Fernanda,23:39:07
Webcam,29,Bruno,23:40:07
Cadeira,47,Ana,23:41:07
Mouse,29,Daniela,23:42:07
Monitor,4,Carlos,23:43:07
Cadeira,38,Helena,23:44:07
Mouse,32,Daniela,23:45:07
Fone,47,Bruno,23:46:07
Luminária,10,Carlos,23:47:07
Notebook,23,Bruno,23:48:07
Cadeira,10,Fernanda,23:49:07
Notebook,21,Fernanda,23:50:07
Mouse,20,Carlos,23:51:07
Notebook,29,Helena,23:52:07
Cadeira,50,Eduardo,23:53:07
Notebook,27,Carlos,23:54:07
Fone,43,Ana,23:55:07
Notebook,11,Daniela,23:56:07
Fone,37,Eduardo,23:57:07
Teclado,35,Carlos,23:58:07
Mouse,30,Ana,23:59:07
Luminária,39,Daniela,00:00:07
Cadeira,24,Gabriel,00:01:07
Notebook,14,Carlos,00:02:07
Fone,9,Gabriel,00:03:07
Notebook,48,Carlos,00:04:07
Webcam,25,Ana,00:05:07
Fone,9,Gabriel,00:06:07
Webcam,12,Eduardo,00:07:07
Luminária,27,Ana,00:08:07
Fone,22,Carlos,00:09:07
Webcam,45,Gabriel,00:10:07
Notebook,34,Fernanda,00:11:07
Notebook,8,Daniela,00:12:07
Cadeira,15,Carlos,00:13:07
Notebook,4,Daniela,00:14:07
Webcam,18,Carlos,00:15:07
Webcam,27,Ana,00:16:07
Fone,33,Bruno,00:17:07
Webcam,30,Daniela,00:18:07
Notebook,6,Gabriel,00:19:07
Luminária,48,Daniela,00:20:07
Cadeira,34,Ana,00:21:07
Webcam,31,Fernanda,00:22:07
Teclado,41,Eduardo,00:23:07
Cadeira,9,Eduardo,00:24:07
Cadeira,4,Bruno,00:25:07
Mouse,47,Gabriel,00:26:07
Teclado,15,Carlos,00:27:07
Teclado,25,Gabriel,00:28:07
Cadeira,38,Gabriel,00:29:07
Luminária,37,Eduardo,00:30:07
Mouse,42,Ana,00:31:07
Monitor,20,Fernanda,00:32:07
Fone,46,Eduardo,00:33:07
Monitor,19,Fernanda,00:34:07
Cadeira,34,Gabriel,00:35:07
Cadeira,2,Helena,00:36:07
Fone,4,Bruno,00:37:07
Luminária,43,Bruno,00:38:07
Webcam,12,Carlos,00:39:07
Notebook,32,Bruno,00:40:07
Webcam,41,Carlos,00:41:07
Teclado,20,Ana,00:42:07
Fone,18,Ana,00:43:07
Cadeira,4,Fernanda,00:44:07
Fone,14,Daniela,00:45:07
Cadeira,15,Gabriel,00:46:07
Mouse,42,Carlos,00:47:07
Mouse,32,Fernanda,00:48:07
Cadeira,14,Bruno,00:49:07
Cadeira,18,Bruno,00:50:07
Cadeira,17,Eduardo,00:51:07
Luminária,31,Ana,00:52:07
Notebook,12,Daniela,00:53:07
Teclado,40,Bruno,00:54:07
Notebook,31,Fernanda,00:55:07
Teclado,19,Ana,00:56:07
Webcam,49,Fernanda,00:57:07
Monitor,47,Daniela,00:58:07
Webcam,24,Gabriel,00:59:07
Webcam,18,Carlos,01:00:07
Monitor,44,Gabriel,01:01:07
Mouse,39,Eduardo,01:02:07
Notebook,32,Bruno,01:03:07
Mouse,43,Eduardo,01:04:07
Teclado,7,Helena,01:05:07
Teclado,23,Carlos,01:06:07
Luminária,12,Fernanda,01:07:07
Notebook,6,Carlos,01:08:07
Teclado,46,Gabriel,01:09:07
Cadeira,1,Carlos,01:10:07
Luminária,29,Eduardo,01:11:07
Fone,35,Helena,01:12:07
Monitor,23,Gabriel,01:13:07
Fone,46,Fernanda,01:14:07
Teclado,22,Daniela,01:15:07
